id,date,statut,contexte_visite,note_globale,recommandation,verbatim
661,05/01/2024,Avocat,Avec des ados,5,Oui,"Parc joliment décoré pour Noël. Nous avons adoré le jardin du père Noël , la parade ainsi que le feux d artifice"
662,05/01/2024,Avocat,En couple,5,Oui,"Excellente restauration, parc très agréable et journée merveilleuse"
663,05/01/2024,Avocat,Avec des ados,4,Oui,Très bon séjour au parc Astérix ! Dommage que les personnages ne soient plus présents sur le parc comme avant. Je me rappelle en 2020 Asterix et Obélix venaient nous voir au relais gaulois quand on mangeait. Fini cette époque c'est bien dommage !!
664,05/01/2024,Neutre,En couple,3,Oui,"Au point pass , la dame ma dit que je faisais semblant d’être handicapé et que je trouvais des excuses pour ne pas faire les files d’attente. 
J’ai été vraiment vexer , j’ai mis 1h30 à me calmer . 
Là discrimination j’en ai marre , ça ne m’amuse pas d’être handicapé…"
666,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Parc au top. Nous reviendrons très vite
667,05/01/2024,Neutre,Entre amis,3,Non,"Beaucoup de manèges à grande sensation et des manèges pour les touts petits mais pas d entre deux… c est dommage. Nous n avons vu aucun personnage durant la journée mais également dans l hôtel… 
L hôtel quand à lui était très bien et le restaurant de l hôtel aussi."
668,05/01/2024,Neutre,Avec des ados,3,Oui,Très bonne journée malgré une très mauvaise météo. Mais cela personne n'y peut rien.
669,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Un parc à taille humaine, mais où tous peuvent trouver des attractions sympathiques. Il y en a pour tous les goûts et une mention spéciale pour l'humour qui se dégage et qui rappelle l'univers de nos Gaulois préférés"
670,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Très belle journée dommage pour la météo mais le parc super vivement de nouveau spectacle et attraction
671,05/01/2024,Avocat,Avec des ados,4,Oui,"parc familial avec des attractions pour tous les âges , du grand frisson à la plus douce des ballades."
672,05/01/2024,Opposant,Avec des ados,2,Non,"Des attentes interminables dans le froid sont de nature à faire fuir ce parc, jusqu'à 90 minutes d'attente avec du personnel agressif et non motivé, je ne reviendrai pas c'est sur par Belenos"
673,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Belle journée mouvementée nous y retournerons avec plaisir
674,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"2 jours au parc pour profiter entièrement des manèges, spectacles, décorations de Noël ! Rencontres avec les personnages, de superbes moments en famille."
675,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très belle journée au parc malgré un temps maussade. Nous avons pu faire plein d'attractions en l'absence de queue. Gentillesse du personnel apprécié. Choix de restauration limité hors saison.
676,05/01/2024,Avocat,Avec des ados,4,Oui,Attractions et décorations sympathiques mais parc mal fréquente...beaucoup de jeunes qui doublent dans les files d'attente et qui sont agressifs quand on fait une remarque.
677,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très bon séjour à refaire au beau jour
678,05/01/2024,Avocat,Avec des ados,4,Oui,Trop d'attente pour les grosses attractions.
680,05/01/2024,Neutre,Avec des ados,3,Non,"Du monde comme je n’en avais pas jamais vu, impossible d’acheter un pass , l’application saturée, les billets coupe file que j’ai du acheter sinon nous serions encore en train d’attendre ! Bref, c’était moins cher et plus attrayant Astérix que Disney mais au final qui reste moins abordable ! Mauvais choix de fin d’année que je ne referai plus jamais !"
681,05/01/2024,Avocat,Avec des ados,4,Oui,Parfait
682,05/01/2024,Neutre,Avec des ados,3,Oui,"Beaucoup beaucoup beaucoup trop d'attente sur les attractions. Nous passons plus de temps à attendre qu'à profiter réellement ! 
Mes enfants ne souhaitent plus y retourner car ils trouvent trop long les temps d'attente. 
Dommage."
686,04/01/2024,Opposant,En couple,2,Non,"Certaines attractions avec éléments de décor manquant ou dégradé, ce qui gâche l’aspect immersif. Application personnes en situation d’handicap est une catastrophe, bug, data n’apparaît pas après l’écoulement du temps, si le client ne possède pas de téléphone l’accès à l’attraction est refusée alors qu’il possède le bracelet PSH. Stand Peluche géante à ciel ouvert par temps de pluie, peluches détrempées, celles-ci ne sont pas en lien avec le thème du parc. Un seul spectacle laisse apparaitre des personnages de la BD, l’œuvre de Goscinny et Uderzo permet sans nul doute de trouver des situations afin de créer des spectacles. Attractions à sensations nombreuses et de très bonne qualité. Restaurant Caius de très bonne qualité. Hôtel et le degré des attractions relèvent le niveau du séjour."
687,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"La saison de noel au parc est magnifique et vaut vraiment le détour, le parc est decoré de partout les spectacles sont inédits et interprétés par des artistes, acrobates, danseurs… de talents"
688,04/01/2024,Avocat,Seul,5,Oui,Le feu d'artifice de la fin de journée durant Noël gaulois m'a mis les larmes aux yeux
689,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très bon moment
690,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Excellente journée dans l'ensemble. Du monde mais ça s'est plutôt bien réparti.
691,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Moment très agréable en famille . 
Attraction ai top pour tout les âges et top pour partager un moment avec ses enfants dans les même attraction ."
692,04/01/2024,Avocat,Avec des ados,5,Oui,Super moment à partager en famille.
693,04/01/2024,Avocat,Avec des ados,4,Oui,Ls spectacles de cette fin d'année nous ont semblé de bien meilleure qualité que lors de nos autres visites. Ils nous ont beaucoup plu.
694,04/01/2024,Avocat,Avec des ados,4,Oui,Abonné depuis deux ans je n'est jamais été déçu si ce n'est ce jeudi 28 décembre 2023 ou en l'espace d'une journée nous n'avons pu effectuer seulement 5 attractions. Les flux de visiteurs ont été super mal géré avec des queues de plus de deux heures. De plus certains visiteur mal attentionnés faisait régner leurs lois en dépassant dans les files d'attente alors que les membres du personnel les ont une première fois interpellé puis les ont laisser vu qu'ils etaient impuissant. Malheuresement très déçu.
695,04/01/2024,Avocat,Avec des ados,4,Oui,Nous avons passé une très belle journée en famille et la nouvelle attraction « Toutatis » est juste incroyable. Nous étions en pass illimité qui est très abordable comparé à d’autres parcs et avons pu profiter aux maximum de nos attractions favorites.
696,04/01/2024,Avocat,Avec des ados,5,Oui,"Très bonne journée en famille. Après délibération avec les enfants( 13, 11, 7 ans), le meilleur parc d'attraction pour les sensations fortes parmi les 4 plus proches en Île de France."
698,04/01/2024,Avocat,Avec des ados,5,Oui,Très bon séjour en famille!
699,04/01/2024,Neutre,En couple,3,Oui,"Il serait bien que l annonce pour la parade couvre toutes les zones du parc afin de ne pas la manquer lorsqu on vient pour la 1ère fois et que l on ne connaît pas le fonctionnement 
Dommage on l a manqué"
700,04/01/2024,Avocat,Avec des ados,4,Oui,"Bonne journée au parc de l attente aux attractions mais quels sensations 
Dommage nous avons à 3 reprises des problèmes techniques"
701,04/01/2024,Neutre,Avec des jeunes enfants,3,Non,"L'entrée au parc ommence avec:""on passe les portiques de sécurité et on se dépêche"". Cela annonce la couleur. Dans les attractions également le même refrain:"" on s'installe rapidement et ""on sort rapidement"". Pour des journée qui doivent être de la détente, on se retrouve à devoir se presser partout et cela des l'entrée."
702,04/01/2024,Avocat,Avec des ados,4,Oui,"Il faut améliorer dans certaines petites guitoune l amabilité du personnel on vient pour un cafe ou autre c est pas de sourire pas d amabilité dommage car le reste du personnel est top ... 
Belle continuation a vous"
703,04/01/2024,Avocat,En couple,4,Oui,"Nous sommes allés au parc Astérix lors des fêtes de Noel, l'ambiance était très bien. Comme d'habitude le pass filotomatix est un luxe à conseiller."
704,04/01/2024,Opposant,Entre amis,2,Non,Bonjour je suis une personne handicapée je suis tombé en descendant d une attraction l employé qui etait la ne m'a même pas aidé il ma juste regardé me redresser avec du mal
706,04/01/2024,Avocat,Avec des ados,4,Oui,Très bon parc .
707,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Un seul gros problème à mon la médiocrité de la signalisation pour les pouvoirs et accès aux attractions
708,04/01/2024,Avocat,Avec des ados,4,Oui,Super parc
709,04/01/2024,Avocat,Entre amis,5,Oui,Excellent parc que ce soit pour les enfants ou les adultes plein de sensations forte
710,04/01/2024,Avocat,Entre amis,4,Oui,Temps d’attente longue même pour un jours avec une prévision de fréquentation faible. Il est impossible pour moi de venir avec plus de monde que ce jour là !
711,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Nous avons adoré notre séjour avec notre fils de 2 ans à refaire
712,04/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Très beau parc avec de très bons manèges à sensations. 
Superbe ambiance et décoration de Noël 
Je recommande sans hésitation"
713,04/01/2024,Avocat,En couple,5,Oui,"Bonjour 
Carrément c la meilleure journée qui je suis passée avec ma famille ,je vous remercie de votre ambiance"
714,04/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Avec travaux ,passages non indiqués pour contourner"
715,04/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très bonne journée pour cette édition de Noël. Moin de monde qu'en temps normal est c'est agréable de pouvoir circuler librement et de faire les attractions sans des queues immense. Le restaurant du cirque est vraiment sympa et de qualité, malgré le prix un peu exagéré. Les spectacles sont vraiment de qualité, bravo au comédien et cascadeurs."
716,04/01/2024,Avocat,Avec des ados,5,Oui,Agréable et destressant
717,04/01/2024,Avocat,Avec des ados,5,Oui,"Magnifique hôtel les Quais de Lutèce - restaurant pour le 31 super avec un personnel adorable et une qualité de nourriture ++ 
Ambiance du parc pour Noel magique ++++"
718,04/01/2024,Neutre,En couple,3,Oui,"Parque très propre, ambiance familiale."
719,04/01/2024,Avocat,Avec des ados,4,Oui,Top. Très bonne journée.
721,04/01/2024,Neutre,Avec des ados,3,Oui,N'allez pas au AU DOLMEN GOURMAND!!! service et lenteur
722,04/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"De nombreuses attractions proposées mais dommage que les enfants paient le même tarif pour l'entrée : les attractions proposées sont beaucoup moins évoluées que les autres. 
Vouloir ouvrir juste pour les fêtes ; ok ; mais personnel au niveau de la restauration bidon ! Quelle lenteur !!!! Nous étions une grande famille et nous nous sommes dispersés dans différents snacks, des queues de 20 personnes devant nous pour 1h d'attente et plus !!!! Pour un mauvais hot-dog, le personnel n'est pas impliqué, pas dynamique et pas vif !!!! Dommage"
723,04/01/2024,Avocat,Avec des ados,5,Oui,"Même si je n'ai pas pu profiter des attractions à sensations fortes à cause de problèmes cardiaques j'ai trouvé de quoi m'amuser, m'émerveiller et ressentir des émotions dans une ambiance familiale."
724,04/01/2024,Neutre,Avec des ados,3,Non,"Bon séjour dans l'ensemble. 
Beaucoup de monde malgré un séjour du 26 au 27 décembre. 
Petit bémol sur l'hôtel avec poussières non faites sous le petit bureau et problème de démagnétisation de la carte de la chambre."
725,04/01/2024,Neutre,Avec des ados,3,Oui,"Je suis juste un peu déçu car il y avait un monde fou et impossible d’accéder aux attractions en moins d’une heure et demi…. Et le midi au relais nous avons très mal mangé, car plus de produit et les seul disponible n’était pas cuit voir cru et froid, car cuit congelé une attente énorme pour avoir des plats immangeables !"
727,04/01/2024,Avocat,Avec des ados,4,Oui,"Très bonne expérience, la saison de noël est toujours magnifique. 
En revanche l'attraction Croisière epidemais n'est plus que l'ombre d'elle même, décors sales et abimés, personnage animés hors service, éclairages HS dans la grotte et la projection de la cascade non fonctionnelle depuis un an et demi. La gestion des passeport annuel à l'entrée est tout bonnement catastrophique et nous avons du attendre 15 minutes car les cabanes étaient fermées et les opérateurs débordés. A quand une file dédiée au passeports premium ?"
728,04/01/2024,Avocat,Avec des ados,5,Oui,Journée au top!
731,04/01/2024,Opposant,En couple,1,Non,"J'ai été très déçue du parc Astérix. C'est un parc bondé où il faut faire une queue interminable, de la plus petite attraction aux stands qui vends les beignets....Du vomi de la veille pas ramassé dans les fils d'attentes et des toilettes qui débordent , un personnel qui traitent les visiteurs comme du bétail "" aller on s'assoie vite !"" "" Sortez !"" "" levez vous ! "" sans aucune once d'amabilité qui casse le peu de magie que l'on trouve sur le parc si on essaye de chercher un peu car elle ne saute pas aux yeux. Les personnages sont absents :en deux jours sur le parc je n'en n'ai jamais vu ! Les espaces du parcs sont mal entretenus, le parc manque cruellement de luminosité si bien qu'on s'éclaire au téléphone. Le merchandising fait plus fête foraine qu'Asterix ( bananes géantes ???)"
